point,source,generation_rate_hz,t2_s,link_fidelity,swap_success,budget,memories,statuses_ok,base_paper_served,base_paper_repeaters,base_coord_served,base_coord_repeaters,unreachable_storage_heralded,median_wait_over_t2_storage_heralded,unreachable_storage_source,median_wait_over_t2_storage_source,unreachable_slowest_heralded,median_wait_over_t2_slowest_heralded,base_coord_kind,base_coord_d_served,base_coord_d_repeaters,base_coord_site_jaccard,base_coord_pairs_path_differs,base_coord_pairs_width_differs,base_coord_d_mean_hops,base_coord_d_mean_width,base_coord_d_mean_worst_link_km,wait_paper_storage_heralded_kind,wait_paper_storage_heralded_served,wait_paper_storage_heralded_repeaters,wait_paper_storage_heralded_d_served,wait_paper_storage_heralded_d_repeaters,wait_paper_storage_heralded_site_jaccard,wait_paper_storage_heralded_pairs_path_differs,wait_paper_storage_heralded_pairs_width_differs,wait_paper_storage_heralded_d_mean_hops,wait_paper_storage_heralded_d_mean_width,wait_paper_storage_heralded_d_mean_worst_link_km,wait_coord_storage_heralded_kind,wait_coord_storage_heralded_served,wait_coord_storage_heralded_repeaters,wait_coord_storage_heralded_d_served,wait_coord_storage_heralded_d_repeaters,wait_coord_storage_heralded_site_jaccard,wait_coord_storage_heralded_pairs_path_differs,wait_coord_storage_heralded_pairs_width_differs,wait_coord_storage_heralded_d_mean_hops,wait_coord_storage_heralded_d_mean_width,wait_coord_storage_heralded_d_mean_worst_link_km,wait_paper_storage_source_kind,wait_paper_storage_source_served,wait_paper_storage_source_repeaters,wait_paper_storage_source_d_served,wait_paper_storage_source_d_repeaters,wait_paper_storage_source_site_jaccard,wait_paper_storage_source_pairs_path_differs,wait_paper_storage_source_pairs_width_differs,wait_paper_storage_source_d_mean_hops,wait_paper_storage_source_d_mean_width,wait_paper_storage_source_d_mean_worst_link_km,wait_coord_storage_source_kind,wait_coord_storage_source_served,wait_coord_storage_source_repeaters,wait_coord_storage_source_d_served,wait_coord_storage_source_d_repeaters,wait_coord_storage_source_site_jaccard,wait_coord_storage_source_pairs_path_differs,wait_coord_storage_source_pairs_width_differs,wait_coord_storage_source_d_mean_hops,wait_coord_storage_source_d_mean_width,wait_coord_storage_source_d_mean_worst_link_km,wait_paper_slowest_heralded_kind,wait_paper_slowest_heralded_served,wait_paper_slowest_heralded_repeaters,wait_paper_slowest_heralded_d_served,wait_paper_slowest_heralded_d_repeaters,wait_paper_slowest_heralded_site_jaccard,wait_paper_slowest_heralded_pairs_path_differs,wait_paper_slowest_heralded_pairs_width_differs,wait_paper_slowest_heralded_d_mean_hops,wait_paper_slowest_heralded_d_mean_width,wait_paper_slowest_heralded_d_mean_worst_link_km,wait_coord_slowest_heralded_kind,wait_coord_slowest_heralded_served,wait_coord_slowest_heralded_repeaters,wait_coord_slowest_heralded_d_served,wait_coord_slowest_heralded_d_repeaters,wait_coord_slowest_heralded_site_jaccard,wait_coord_slowest_heralded_pairs_path_differs,wait_coord_slowest_heralded_pairs_width_differs,wait_coord_slowest_heralded_d_mean_hops,wait_coord_slowest_heralded_d_mean_width,wait_coord_slowest_heralded_d_mean_worst_link_km
lhs102,lhs,125266.60841418494,0.007781853958429047,0.9248736340644317,0.5817904100893225,1000000,100,1,11,53,11,53,9,4.011231607040543,0,0.6148087083104592,7,1.50348457317602,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,2,4,-9,-49,0.07547169811320754,0,2,0.0,60.5,0.0,served_and_memory,2,4,-9,-49,0.07547169811320754,0,2,0.0,60.5,0.0,memory_only,11,53,0,0,1.0,0,2,0.0,0.0,0.0,identical,11,53,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,6,26,-5,-27,0.49056603773584906,0,4,0.0,12.166666666666666,0.0,served_and_memory,5,16,-6,-37,0.3018867924528302,0,3,0.0,14.6,0.0
lhs102,lhs,125266.60841418494,0.007781853958429047,0.9248736340644317,0.5817904100893225,20,100,1,6,20,6,20,5,1.4841142706265669,0,0.4348186338033097,1,0.6351444342667131,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,73.0,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,73.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,served_set_only,5,16,-1,-4,0.8,0,0,0.0,0.0,0.0,served_set_only,5,16,-1,-4,0.8,0,0,0.0,0.0,0.0
lhs102,lhs,125266.60841418494,0.007781853958429047,0.9248736340644317,0.5817904100893225,10,100,1,5,10,5,10,3,2.0255944058556588,1,0.48878572950490573,2,0.5882873038993841,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,2,4,-3,-6,0.4,0,1,0.0,36.5,0.0,served_and_memory,2,4,-3,-6,0.4,0,1,0.0,36.5,0.0,routing,4,10,-1,0,0.6666666666666666,2,1,0.25,6.25,-2.916666666666666,routing,4,10,-1,0,0.6666666666666666,2,1,0.25,6.25,-2.916666666666666,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0
lhs103,lhs,1475.0843620242676,0.002465584710849507,0.9719696070541242,0.5029193264095543,1000000,100,1,2,4,2,4,2,1.572724611358233,2,1.572724611358233,0,0.5212236002675383,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs103,lhs,1475.0843620242676,0.002465584710849507,0.9719696070541242,0.5029193264095543,20,100,1,2,4,2,4,2,1.572724611358233,2,1.572724611358233,0,0.5212236002675383,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs103,lhs,1475.0843620242676,0.002465584710849507,0.9719696070541242,0.5029193264095543,10,100,1,2,4,2,4,2,1.572724611358233,2,1.572724611358233,0,0.5212236002675383,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs104,lhs,12811.654719974991,0.010662419803958736,0.9468013448437627,0.902436254471445,1000000,100,1,14,55,14,55,12,3.7141503982554354,6,0.7392965171872954,10,1.1353857399694254,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,3,7,-11,-48,0.12727272727272726,0,3,0.0,77.33333333333333,0.0,served_and_memory,3,7,-11,-48,0.12727272727272726,0,3,0.0,77.33333333333333,0.0,served_and_memory,10,46,-4,-9,0.8363636363636363,0,6,0.0,6.4,0.0,served_and_memory,10,46,-4,-9,0.8363636363636363,0,6,0.0,6.4,0.0,served_and_memory,7,30,-7,-25,0.5454545454545454,0,5,0.0,21.142857142857142,0.0,served_and_memory,7,30,-7,-25,0.5454545454545454,0,5,0.0,21.142857142857142,0.0
lhs104,lhs,12811.654719974991,0.010662419803958736,0.9468013448437627,0.902436254471445,20,100,1,9,20,7,18,7,2.369588408017722,4,0.7181748231752413,5,1.097302262743668,served_and_memory,-2,-2,0.46153846153846156,0,3,0.0,10.0,0.0,served_and_memory,3,7,-6,-13,0.35,0,2,0.0,48.666666666666664,0.0,served_and_memory,3,7,-6,-13,0.35,0,2,0.0,48.666666666666664,0.0,served_and_memory,7,18,-2,-2,0.46153846153846156,0,3,0.0,5.0,0.0,served_and_memory,7,18,-2,-2,0.46153846153846156,0,3,0.0,10.0,0.0,routing,6,20,-3,0,0.3793103448275862,1,3,-0.6,5.0,1.2,routing,6,20,-3,0,0.3793103448275862,1,3,-0.6,5.0,1.2
lhs104,lhs,12811.654719974991,0.010662419803958736,0.9468013448437627,0.902436254471445,10,100,1,5,10,5,10,3,1.4783585841862241,1,0.5243920217896798,1,0.42935524662452984,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0
lhs105,lhs,193950.59118571653,0.0020896587429295264,0.9777686565821773,0.6137628642246902,1000000,100,1,2,4,2,4,2,1.8206889887754882,0,0.9401826745594302,0,0.5916801768277709,identical,0,0,1.0,0,0,0.0,0.0,0.0,routing,1,0,-1,-4,0.0,1,0,-2.0,0.0,126.66666666666666,routing,1,0,-1,-4,0.0,1,0,-2.0,0.0,126.66666666666666,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs105,lhs,193950.59118571653,0.0020896587429295264,0.9777686565821773,0.6137628642246902,20,100,1,2,4,2,4,2,1.8206889887754882,0,0.9401826745594302,0,0.5916801768277709,identical,0,0,1.0,0,0,0.0,0.0,0.0,routing,1,0,-1,-4,0.0,1,0,-2.0,0.0,126.66666666666666,routing,1,0,-1,-4,0.0,1,0,-2.0,0.0,126.66666666666666,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs105,lhs,193950.59118571653,0.0020896587429295264,0.9777686565821773,0.6137628642246902,10,100,1,2,4,2,4,2,1.8206889887754882,0,0.9401826745594302,0,0.5916801768277709,identical,0,0,1.0,0,0,0.0,0.0,0.0,routing,1,0,-1,-4,0.0,1,0,-2.0,0.0,126.66666666666666,routing,1,0,-1,-4,0.0,1,0,-2.0,0.0,126.66666666666666,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs106,lhs,1111.05385451175,0.0032690365059947503,0.9464868159709964,0.5457483385201607,1000000,100,1,3,7,3,7,3,1.4994900388531203,3,1.4994900388531203,1,0.5917913181127735,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0
lhs106,lhs,1111.05385451175,0.0032690365059947503,0.9464868159709964,0.5457483385201607,20,100,1,3,7,3,7,3,1.4994900388531203,3,1.4994900388531203,1,0.5917913181127735,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0
lhs106,lhs,1111.05385451175,0.0032690365059947503,0.9464868159709964,0.5457483385201607,10,100,1,3,7,3,7,3,1.4994900388531203,3,1.4994900388531203,1,0.5917913181127735,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0
lhs107,lhs,2700.1650915843525,0.004758022416281096,0.944956255654712,0.8528751368463907,1000000,100,1,6,20,6,20,6,3.0956252881281103,5,1.8621907273753264,3,1.2504489294946692,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,4,11,-2,-9,0.55,0,2,0.0,18.25,0.0,served_and_memory,4,11,-2,-9,0.55,0,2,0.0,18.25,0.0
lhs107,lhs,2700.1650915843525,0.004758022416281096,0.944956255654712,0.8528751368463907,20,100,1,6,20,6,20,6,3.0956252881281103,5,1.8621907273753264,3,1.2504489294946692,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,4,11,-2,-9,0.55,0,2,0.0,18.25,0.0,served_and_memory,4,11,-2,-9,0.55,0,2,0.0,18.25,0.0
lhs107,lhs,2700.1650915843525,0.004758022416281096,0.944956255654712,0.8528751368463907,10,100,1,3,7,3,7,1,0.8720924990492277,1,0.6712994668399795,0,0.3011658521101729,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs108,lhs,105510.26904414687,0.0015164284841672464,0.9374177973515424,0.7332208094102437,1000000,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs108,lhs,105510.26904414687,0.0015164284841672464,0.9374177973515424,0.7332208094102437,20,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs108,lhs,105510.26904414687,0.0015164284841672464,0.9374177973515424,0.7332208094102437,10,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs109,lhs,96131.17865754176,0.006256468880295281,0.9577811499598087,0.9455419994146083,1000000,100,1,10,46,10,46,10,3.7096225114072974,2,0.721097211292087,7,1.639640582795022,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,2,4,-8,-42,0.08695652173913043,0,2,0.0,73.0,0.0,served_and_memory,2,4,-8,-42,0.08695652173913043,0,2,0.0,73.0,0.0,served_and_memory,9,39,-1,-7,0.8478260869565217,0,3,0.0,4.111111111111111,0.0,served_and_memory,9,39,-1,-7,0.8478260869565217,0,5,0.0,4.111111111111111,0.0,routing,6,27,-4,-19,0.5531914893617021,1,3,0.5,16.333333333333332,-1.0,routing,6,27,-4,-19,0.5531914893617021,1,3,0.5,16.333333333333332,-1.0
lhs109,lhs,96131.17865754176,0.006256468880295281,0.9577811499598087,0.9455419994146083,20,100,1,7,20,7,20,6,2.0998183578460226,1,0.5974289485873077,3,0.7317171989716524,memory_only,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,2,4,-5,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,2,4,-5,-16,0.2,0,2,0.0,60.5,0.0,routing,6,20,-1,0,0.48148148148148145,2,2,0.0,0.0,-11.5,routing,6,20,-1,0,0.48148148148148145,2,4,0.0,0.0,-11.5,routing,5,16,-2,-4,0.5652173913043478,1,2,0.6,0.0,-15.0,routing,5,16,-2,-4,0.5652173913043478,1,2,0.6,0.0,-15.0
lhs109,lhs,96131.17865754176,0.006256468880295281,0.9577811499598087,0.9455419994146083,10,100,1,5,10,5,10,4,2.0998183578460226,1,0.5974289485873077,2,0.7317171989716524,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,2,4,-3,-6,0.4,0,1,0.0,36.5,0.0,served_and_memory,2,4,-3,-6,0.4,0,1,0.0,36.5,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0
lhs110,lhs,7897.922656191278,0.0018019997750981643,0.9542333872864067,0.910981079173204,1000000,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs110,lhs,7897.922656191278,0.0018019997750981643,0.9542333872864067,0.910981079173204,20,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs110,lhs,7897.922656191278,0.0018019997750981643,0.9542333872864067,0.910981079173204,10,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs111,lhs,8132.296838567778,0.024338255902656567,0.9564139689097555,0.8425069902164743,1000000,100,1,14,55,12,54,10,1.7145949882822114,0,0.43686918481625636,1,0.5273409591789997,served_and_memory,-2,-1,0.9818181818181818,0,7,0.0,5.25,0.0,served_and_memory,7,30,-7,-25,0.5454545454545454,0,4,0.0,17.571428571428573,0.0,served_and_memory,7,30,-7,-25,0.5454545454545454,0,4,0.0,17.571428571428573,0.0,memory_only,14,55,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,12,54,-2,-1,0.9818181818181818,0,7,0.0,5.25,0.0,memory_only,14,55,0,0,1.0,0,5,0.0,-0.9285714285714286,0.0,served_and_memory,12,54,-2,-1,0.9818181818181818,0,5,0.0,5.25,0.0
lhs111,lhs,8132.296838567778,0.024338255902656567,0.9564139689097555,0.8425069902164743,20,100,1,9,20,7,18,6,1.0381001198249966,0,0.365634473481224,0,0.48072045195028745,served_and_memory,-2,-2,0.46153846153846156,0,3,0.0,10.0,0.0,routing,6,20,-3,0,0.3793103448275862,1,3,-0.6,5.0,1.2,routing,6,20,-3,0,0.3793103448275862,1,3,-0.6,5.0,1.2,identical,9,20,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,7,18,-2,-2,0.46153846153846156,0,3,0.0,5.0,0.0,identical,9,20,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,7,18,-2,-2,0.46153846153846156,0,3,0.0,5.0,0.0
lhs111,lhs,8132.296838567778,0.024338255902656567,0.9564139689097555,0.8425069902164743,10,100,1,5,10,5,10,2,0.9026291309838508,1,0.27681043967125885,1,0.36226191475303526,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0
lhs112,lhs,159356.63471353627,0.039177224146664864,0.9867119000598964,0.6097112354722509,1000000,100,1,14,55,14,55,8,1.0651661138114956,0,0.14344006758286096,0,0.3276025673591135,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,routing,10,40,-4,-15,0.7272727272727273,1,6,0.3,6.4,-0.125,routing,10,40,-4,-15,0.7272727272727273,1,6,0.3,6.4,-0.125,memory_only,14,55,0,0,1.0,0,2,0.0,0.0,0.0,identical,14,55,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,14,55,0,0,1.0,0,2,0.0,0.0,0.0,identical,14,55,0,0,1.0,0,0,0.0,0.0,0.0
lhs112,lhs,159356.63471353627,0.039177224146664864,0.9867119000598964,0.6097112354722509,20,100,1,9,20,7,18,3,0.6449039440439799,0,0.14481508724018347,0,0.29864028480953064,served_and_memory,-2,-2,0.46153846153846156,0,3,0.0,5.0,0.0,served_and_memory,7,18,-2,-2,0.46153846153846156,0,3,0.0,10.0,0.0,served_and_memory,7,18,-2,-2,0.46153846153846156,0,3,0.0,5.0,0.0,identical,9,20,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,7,18,-2,-2,0.46153846153846156,0,3,0.0,5.0,0.0,identical,9,20,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,7,18,-2,-2,0.46153846153846156,0,3,0.0,10.0,0.0
lhs112,lhs,159356.63471353627,0.039177224146664864,0.9867119000598964,0.6097112354722509,10,100,1,5,10,5,10,1,0.40234805269432233,0,0.09597647347454896,1,0.11685273738141282,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,identical,5,10,0,0,1.0,0,0,0.0,0.0,0.0,identical,5,10,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0
lhs113,lhs,32803.68574719703,0.013878248526532664,0.993687211823725,0.7893804370851158,1000000,100,1,17,55,17,55,15,3.1969150095333423,3,0.521178241648071,10,1.1168414324100344,memory_only,0,0,1.0,0,8,0.0,0.0,0.0,served_and_memory,4,11,-13,-44,0.2,0,4,0.0,43.0,0.0,served_and_memory,4,11,-13,-44,0.2,0,4,0.0,43.0,0.0,served_and_memory,15,55,-2,0,1.0,0,11,0.0,2.6666666666666665,0.0,served_and_memory,14,55,-3,0,1.0,0,5,0.0,2.7857142857142856,0.0,routing,12,51,-5,-4,0.9272727272727272,1,6,0.25,5.333333333333333,-0.5,routing,12,51,-5,-4,0.9272727272727272,1,6,0.25,5.333333333333333,-0.5
lhs113,lhs,32803.68574719703,0.013878248526532664,0.993687211823725,0.7893804370851158,20,100,1,11,20,11,20,9,2.6182137521668043,1,0.521178241648071,5,0.8430384680630816,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,4,11,-7,-9,0.55,0,2,0.0,24.5,0.0,served_and_memory,4,11,-7,-9,0.55,0,2,0.0,24.5,0.0,served_and_memory,10,20,-1,0,1.0,0,1,0.0,1.3,0.0,served_and_memory,10,20,-1,0,1.0,0,3,0.0,1.3,0.0,served_and_memory,8,20,-3,0,1.0,0,4,0.0,4.75,0.0,served_and_memory,8,20,-3,0,1.0,0,4,0.0,4.75,0.0
lhs113,lhs,32803.68574719703,0.013878248526532664,0.993687211823725,0.7893804370851158,10,100,1,5,10,5,10,3,1.5829388508987925,1,0.31543664251047826,1,0.6352979749706588,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0
lhs114,lhs,4058.798424390869,0.0014514599825418445,0.9241963532058693,0.7671705303898528,1000000,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs114,lhs,4058.798424390869,0.0014514599825418445,0.9241963532058693,0.7671705303898528,20,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs114,lhs,4058.798424390869,0.0014514599825418445,0.9241963532058693,0.7671705303898528,10,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
